Región de Valparaíso;La Ligua;LETRAN TRANSMISION SPA;Planta Solar La Ligua 9 MW;Solar;6.7;10.5;105;4
Región Metropolitana de Santiago;San Bernardo;PV Power Chile SpA;Parque Fotovoltaico Barrancón;Solar;11;10.66;65;5
Región de Atacama;Vallenar;Nueva Gales SpA;Parque Fotovoltaico Nueva Gales;Solar;12;9.0;78;5
Región del Libertador Gral. Bernardo O’Higgins;Machalí;Constructora Andrade Gutiérrez S.A.;Central Hidroeléctrica  Alto Cachapoal;Hidro;500;352.0;270;4
Región de Atacama;Copiapó;SOLAIREDIRECT GENERACIÓN VI SPA;SOLAIREDIRECT GENERACION CARRERA PINTO;Solar;100;47.4;18;5
Región del Biobío;Pinto;Hydrochile S.A;Central Hidroeléctrica Aguas Calientes CHAguasCalientes;Hidro;80;24.0;168;3
Región de Antofagasta;Antofagasta;SOCOMPA SOLAR SPA;Parque Fotovoltaico Socompa Solar;Solar;200;262.68;54;3
Región de Valparaíso;San Esteban;Blue Solar Ocho SpA;Parque Solar El Triunfo;Solar;9.4;10.5;220;5
Región de Tarapacá;Pozo Almonte;GR Chañar SpA;Parque Fotovoltaico Víctor Jara;Solar;225;216.71;5;3
Región del Maule;Constitución;Blue Solar Uno SpA;Parque Solar Collanco;Solar;9.4;10.5;210;3
Región de Ñuble;San Carlos-Quirihue-Ninhue;PLAN 8 Energía Infinita Ltda;Parque Eólico Culenco;Eólica;300;248.0;96;14
Región de Antofagasta;Antofagasta;Abra Solar SpA;Parque Fotovoltaico Andalhue;Solar;10;12.0;32;3
Región de Los Lagos;Río Bueno;alfredo fernández goycoolea;Modificaciones a la Central Hidroeléctrica Licán (e-seia);Hidro;5.5;5.1;70;4
Región del Libertador Gral. Bernardo O’Higgins;San Vicente;LA ACACIA SPA;Parque Solar Fotovoltaico La Acacia;Solar;12.3;9.5;18;5
Región del Biobío;Santa Bárbara-Quilaco;Colbún S.A.;Proyecto Central Hidroeléctrica Angostura PCH-Angostura;Hidro;500;316.0;120;3
Región del Biobío;Quilaco;MAINCO S.A.;Central Hidroeléctrica de Pasada Quilaco;Hidro;29.9;12.0;32;3
Región de La Araucanía;Curarrehue;GTD Negocios S.A.;Central Hidroeléctrica Añihuerraqui;Hidro;22;9.0;414;4
Región de Atacama;Vallenar;Parque Solar Verano Dos SpA;Parque Solar Sol del Verano;Solar;176;112.0;27;5
Región de Valparaíso;El Tabo;Módena Solar SpA;Planta Fotovoltaica Módena Solar;Solar;24;12.05;180;2
Región de Arica y Parinacota;Arica;Solarpack Chile Ltda.;Parque Solar Fotovoltaico Copihue;Solar;10;12.08;135;3
Región de Los Lagos;Purranque;Windkraft Purranque 2 SPA;Instalación de 3 Aerogeneradores Purranque 2;Eólica;17;20.4;90;12
